8 Lochar
4 5 233 5326
Linda DORWARD, Lab
Ivor HYSLOP, Con
Maureen JOHNSTONE, Con
Tracey LITTLE, SNP
Sandy ROGERSON, Grn
8 2 3 5 1 4
1 2 0 1 0 3
7 0 2 3 1 0
5 0 0 2 1 0
3 3 2 5 1 4
26 1 2 3 5 4
43 3 2 1 5 4
5 5 1 2 4 3
9 2 4 3 1 5
21 0 1 2 3 0
13 1 3 0 0 2
9 1 4 3 5 2
2 2 0 4 1 3
1 0 0 2 3 1
79 2 4 5 1 3
2 2 1 4 5 3
4 2 1 3 0 4
15 0 2 1 3 0
13 1 2 3 4 5
6 5 4 3 1 2
6 4 3 5 1 2
1 2 0 3 1 4
2 0 0 1 3 2
1 1 0 2 4 3
16 1 4 5 3 2
1 1 2 5 4 3
6 4 2 3 1 5
13 1 3 4 5 2
1 3 4 1 2 5
6 0 0 1 2 0
2 0 2 0 0 1
2 3 5 1 4 2
1 1 2 4 3 0
2 2 5 3 1 4
1 3 2 0 4 1
2 2 3 1 5 4
1 4 1 5 3 2
3 1 3 2 4 0
386 1 0 0 0 0
388 0 2 1 0 0
3 1 4 2 3 5
1 3 1 2 4 0
6 2 3 4 5 1
1 2 4 3 1 0
1 2 1 4 3 0
1 1 5 3 2 4
5 0 1 0 2 0
1 3 2 4 0 1
1 1 2 3 4 0
10 0 3 2 1 0
3 0 3 2 0 1
1 2 4 0 1 3
8 4 3 2 1 5
5 0 0 3 1 2
5 2 4 5 3 1
1 1 3 5 4 2
1 5 1 4 2 3
32 0 0 0 2 1
5 3 2 4 1 5
1 3 5 2 1 4
11 3 5 4 2 1
2 2 1 3 4 0
275 0 0 0 1 2
86 1 0 0 0 2
3 0 3 1 2 0
5 5 3 4 1 2
1 5 4 2 1 3
105 0 1 0 0 0
1 5 4 1 3 2
2 3 0 1 0 2
1 0 0 2 1 3
9 4 2 1 3 5
34 0 0 0 0 1
21 4 1 2 0 3
1 4 3 2 0 1
1 2 3 4 0 1
88 3 1 2 5 4
3 1 3 4 2 0
4 1 2 4 5 3
8 2 1 3 4 5
1 1 4 3 0 2
37 0 1 2 0 3
1 3 1 4 2 0
2 5 1 4 3 2
1 0 2 1 3 4
2 0 1 3 0 2
221 2 0 0 1 3
4 3 1 4 2 5
90 3 4 5 1 2
30 1 2 0 0 0
9 0 2 0 1 0
1 3 4 2 1 0
2 4 3 2 5 1
6 0 3 0 1 2
17 1 5 4 3 2
6 2 3 0 1 0
2 4 3 0 1 2
1 1 0 4 3 2
2 4 5 2 1 3
1 2 1 0 3 4
1 2 3 4 1 0
86 1 0 0 2 0
5 2 5 4 3 1
24 0 2 1 0 3
9 5 2 3 1 4
1 0 2 0 3 1
4 3 4 0 1 2
4 1 2 5 3 4
1 2 5 3 4 1
354 0 0 0 1 0
1 3 4 2 1 5
618 0 1 2 0 0
12 3 2 1 0 4
10 4 1 2 3 5
7 1 2 4 3 5
128 2 0 0 1 0
8 0 1 0 0 2
2 5 2 3 4 1
12 2 1 3 5 4
3 0 1 3 2 0
2 1 0 3 2 4
63 1 0 0 3 2
2 1 4 2 5 3
2 3 2 0 0 1
5 4 2 1 0 3
3 0 3 4 1 2
4 0 0 2 0 1
47 3 0 0 2 1
2 5 4 3 2 1
4 3 0 4 1 2
2 0 4 3 1 2
2 1 0 2 0 3
4 2 1 4 3 5
16 1 3 4 2 5
2 3 0 2 1 0
1 4 0 1 2 3
2 2 1 0 0 3
4 0 0 1 0 2
208 3 1 2 0 0
1 4 5 3 2 1
24 4 2 1 5 3
4 4 1 3 2 5
4 2 0 1 3 0
67 1 2 3 0 0
322 3 0 0 1 2
2 2 0 3 0 1
3 3 0 1 2 0
3 1 4 0 2 3
3 2 3 0 0 1
2 0 3 1 0 2
1 4 5 1 3 2
1 1 0 4 2 3
3 1 3 5 2 4
1 2 1 5 4 3
14 2 3 4 1 5
1 2 3 1 4 0
2 1 3 2 0 4
1 3 2 4 5 1
1 3 2 1 4 0
9 3 4 5 2 1
30 2 0 0 0 1
6 1 4 3 2 5
1 5 2 4 3 1
2 3 1 4 5 2
3 3 4 2 5 1
30 3 1 2 0 4
2 4 3 2 1 0
5 5 2 1 4 3
64 0 0 1 0 0
1 2 0 1 3 4
9 5 1 2 3 4
1 5 1 3 2 4
8 2 3 1 0 0
51 2 5 4 1 3
9 1 2 3 0 4
1 0 2 3 0 1
1 2 0 3 1 0
29 3 1 2 4 5
4 5 2 4 1 3
1 3 4 0 2 1
1 1 0 3 4 2
3 3 2 0 1 0
1 2 3 0 1 4
1 0 2 1 4 3
3 1 3 4 0 2
103 1 0 0 2 3
43 1 4 5 2 3
1 4 5 1 2 3
1 1 5 2 3 4
5 2 0 1 0 0
1 2 1 4 0 3
7 0 2 0 1 3
1 2 4 0 3 1
3 2 1 0 3 0
5 1 0 3 2 0
1 2 4 1 5 3
19 1 5 4 2 3
1 2 4 1 0 3
1 5 3 4 2 1
5 4 5 3 1 2
1 0 1 2 4 3
1 4 1 2 3 0
11 1 2 0 0 3
35 4 1 2 5 3
10 1 3 0 2 0
1 4 5 2 3 1
109 3 2 1 0 0
2 0 1 0 2 3
3 2 3 1 4 5
1 4 2 3 0 1
1 1 4 3 2 0
23 1 3 2 0 0
28 2 1 3 0 0
14 2 1 0 0 0
3 4 1 3 5 2
28 2 0 0 3 1
1 3 5 1 2 4
1 4 3 5 2 1
5 5 3 2 1 4
12 1 3 2 5 4
80 3 5 4 1 2
1 3 1 0 2 0
10 1 2 0 3 0
17 1 0 2 0 0
1 3 1 0 0 2
2 2 4 3 5 1
2 0 1 2 3 4
1 5 2 1 3 4
4 1 3 2 4 5
2 3 5 2 4 1
1 5 1 3 4 2
2 3 1 5 4 2
13 3 2 1 4 5
