1 Linlithgow
3 6 596 7117
Pamela BARNES, Grn
Tom CONN, Lab
Chris HORNE, Con
Pauline ORR, SNP
Sally PATTLE, SLD
Rik SMITH, SFP
2 1 4 2 0 3 0
7 2 3 5 1 4 0
1 1 5 0 3 2 4
1 1 4 0 3 2 5
13 2 0 1 0 3 0
1 0 3 2 0 4 1
1 1 2 6 3 5 4
4 2 4 6 3 1 5
3 0 0 2 1 0 0
11 3 4 5 1 2 6
8 0 2 3 1 0 0
1 3 2 5 1 4 0
3 1 4 3 2 5 6
2 1 4 3 5 2 6
2 4 2 0 0 1 3
1 3 0 2 0 1 4
3 0 3 1 4 2 0
9 0 1 2 3 0 0
7 3 4 6 1 2 5
1 6 3 2 1 5 4
14 1 2 0 3 4 0
1 2 3 4 0 1 5
1 2 6 5 3 4 1
46 1 3 0 0 2 0
2 5 3 4 1 2 6
3 1 0 0 4 2 3
1 0 4 1 5 2 3
2 1 4 3 5 2 0
1 2 1 3 4 6 5
1 3 2 4 1 5 6
5 0 0 2 3 1 0
1 5 3 2 6 4 1
8 5 2 3 6 1 4
1 0 3 0 1 2 4
5 3 0 0 1 0 2
2 5 1 2 6 4 3
5 0 1 0 3 0 2
1 1 2 4 0 3 5
1 6 1 3 5 4 2
1 5 2 6 3 4 1
8 4 2 5 3 1 6
1 6 5 1 4 2 3
3 0 0 0 1 0 2
1 4 6 1 3 2 5
4 4 3 1 0 2 0
6 2 4 5 1 3 0
1 2 1 4 5 3 0
3 4 1 3 6 2 5
4 2 1 3 0 4 0
5 3 0 0 0 1 2
1 2 6 4 1 5 3
13 5 1 2 6 3 4
8 0 2 1 3 0 0
1 2 1 4 5 3 6
9 0 1 2 0 3 4
2 2 6 5 1 4 3
1 4 5 2 1 3 6
1 4 3 1 6 5 2
18 0 1 0 0 2 3
1 0 2 3 0 4 1
1 3 2 5 1 6 4
1 5 6 1 2 3 4
1 1 2 3 6 4 5
1 4 3 5 1 2 0
6 4 3 2 6 1 5
11 0 0 2 0 1 3
1 3 0 1 2 4 0
1 2 0 0 3 0 1
1 1 5 6 4 3 2
2 0 3 0 1 0 2
3 0 0 1 3 2 0
6 2 4 6 1 5 3
4 1 2 3 4 5 6
2 2 4 1 5 3 6
2 2 3 5 1 6 4
2 2 1 6 5 4 3
2 1 3 6 5 2 4
5 1 4 5 3 2 0
6 6 2 3 5 1 4
9 1 3 5 4 2 6
1 6 3 2 5 1 4
4 1 0 2 3 0 0
1 6 4 5 3 2 1
3 3 4 1 0 2 0
6 4 2 1 6 3 5
14 2 5 6 1 3 4
1 1 3 4 5 2 0
3 2 1 5 6 4 3
1 1 3 2 4 5 6
1 1 5 3 6 4 2
2 2 5 4 3 1 6
1 5 1 0 2 3 4
8 1 0 3 0 2 0
6 3 1 0 2 4 0
12 3 4 5 2 1 6
1 4 5 1 0 2 3
116 0 2 0 0 1 0
5 0 0 1 2 0 0
1 3 1 5 0 2 4
6 4 2 3 5 1 6
2 2 4 1 0 3 5
7 4 2 5 1 3 6
1 4 5 6 1 2 3
1 4 0 3 1 2 0
9 1 2 0 4 3 0
6 3 2 0 4 1 0
1 1 2 4 3 6 5
2 2 1 5 6 3 4
5 3 4 6 2 1 5
2 1 3 0 0 2 4
1 3 6 1 5 2 4
1 2 3 1 5 4 0
3 1 0 0 0 3 2
1 2 6 1 3 5 4
8 0 0 1 0 3 2
1 1 6 5 2 3 4
61 1 0 0 0 0 0
101 0 2 1 0 0 0
1 6 1 2 4 5 3
1 2 6 4 1 3 5
14 4 2 0 1 3 0
5 3 1 0 0 0 2
4 0 2 0 1 0 3
1 6 4 2 5 3 1
1 5 3 6 1 4 2
1 6 3 4 1 5 2
2 2 3 4 5 1 0
1 4 2 1 3 5 6
4 2 1 5 4 3 6
1 1 5 3 2 4 0
1 6 2 1 5 3 4
1 2 1 4 3 0 0
34 0 1 0 2 0 0
3 1 2 4 0 3 0
3 3 2 0 1 4 5
5 3 2 4 0 1 0
2 0 3 1 0 4 2
2 0 0 0 1 3 2
3 1 5 6 2 4 3
1 0 0 0 1 2 3
104 0 3 2 0 1 0
7 0 3 2 1 0 0
1 6 5 4 1 2 3
40 2 4 0 1 3 0
1 2 4 0 1 5 3
1 1 5 4 3 2 6
1 3 0 0 4 1 2
1 3 4 2 6 5 1
1 0 0 3 1 2 0
2 4 5 2 3 1 6
2 2 4 5 3 1 0
2 5 4 3 1 2 6
24 0 0 0 2 1 0
1 3 5 4 2 1 6
1 3 1 2 5 4 6
11 0 1 0 0 0 2
4 5 1 4 6 2 3
10 0 3 1 0 0 2
2 4 3 6 2 1 5
30 0 0 1 0 2 3
4 5 2 4 1 3 6
2 1 5 3 4 2 6
1 4 1 2 6 5 3
1 4 2 1 0 3 5
1 1 3 4 5 2 6
1 1 3 0 2 0 4
1 2 5 6 3 4 1
3 3 1 4 0 2 0
1 2 4 0 1 3 5
3 4 3 6 1 5 2
1 2 5 3 1 4 6
1 2 1 3 4 0 0
32 0 0 0 1 2 0
2 3 1 0 0 2 4
7 2 4 5 3 1 6
4 2 3 5 4 1 0
56 1 0 0 0 2 0
2 5 3 1 2 4 6
1 2 3 4 6 1 5
6 1 4 5 3 2 6
5 0 3 1 2 0 0
3 3 4 2 1 5 6
24 2 4 6 1 3 5
2 2 1 5 3 4 6
1 1 3 0 0 0 2
1 4 2 5 6 3 1
228 0 1 0 0 0 0
2 3 1 5 2 4 6
33 3 0 1 0 2 0
3 4 3 2 1 5 6
3 0 0 2 1 3 0
2 5 2 3 1 4 6
204 0 0 0 0 1 0
