3 Giffnock and Thornliebank
3 7 990 7233
George GEBBIE, Alba
Colm MERRICK, SNP
Mary MONTAGUE, Lab
Alice ROY, Ind
Karen SHARKEY, Grn
Allan STEELE, Ind
Gordon WALLACE, Con
1 1 7 2 3 4 6 5
2 0 2 1 4 3 5 0
1 3 1 0 0 0 0 2
2 0 3 4 5 2 1 0
1 2 0 1 0 3 0 0
1 6 7 1 4 2 5 3
1 0 3 2 0 4 1 0
1 0 5 1 3 2 4 0
9 0 1 0 0 3 0 2
1 7 3 1 6 4 5 2
1 2 1 7 6 3 5 4
3 6 2 3 4 1 5 7
11 0 2 0 0 3 1 0
23 0 0 2 1 0 0 0
13 0 2 3 0 0 1 0
11 0 2 3 1 0 0 0
1 5 0 3 4 0 2 1
1 2 4 1 5 7 3 6
15 0 0 0 0 3 2 1
1 4 1 2 7 3 6 5
4 0 0 3 0 2 1 0
1 0 3 5 1 2 4 0
1 7 5 3 4 2 1 6
3 0 3 1 4 2 0 0
1 0 0 2 5 3 4 1
3 5 1 2 3 4 6 7
3 7 6 3 2 5 1 4
30 0 1 2 3 0 0 0
2 5 7 4 1 6 2 3
10 0 0 4 2 0 1 3
1 3 1 4 6 2 5 0
1 6 7 3 2 5 1 4
1 3 1 6 2 5 4 7
1 7 1 3 2 5 6 4
1 5 7 4 3 6 1 2
1 1 2 5 6 4 3 0
1 5 3 4 2 0 1 6
1 0 0 3 1 0 2 4
1 4 7 2 6 3 5 1
4 7 5 3 2 4 1 6
1 4 1 0 0 3 2 0
2 6 3 5 1 4 2 7
1 0 0 1 3 5 4 2
1 5 6 1 2 4 3 7
1 1 3 0 0 2 0 0
1 0 2 0 4 3 0 1
2 0 2 1 4 0 3 0
3 3 0 0 2 0 0 1
1 5 1 2 3 6 4 7
2 2 1 3 4 5 6 7
3 6 1 2 3 4 5 7
1 3 2 0 0 1 4 0
1 6 5 2 4 7 3 1
10 0 0 2 3 1 0 0
1 0 3 4 1 5 2 0
1 7 6 1 4 5 2 3
1 6 7 2 5 3 1 4
3 3 0 0 1 0 2 0
18 0 1 0 3 0 2 0
1 4 1 3 0 2 5 0
1 6 1 3 5 4 2 0
2 7 5 3 4 6 2 1
1 0 5 1 4 0 2 3
42 0 0 0 1 0 2 0
1 1 4 6 2 5 3 7
1 0 3 2 1 0 4 0
1 7 5 4 6 3 1 2
10 3 1 6 5 2 4 7
1 4 3 1 0 2 0 0
1 6 7 2 5 3 4 1
1 0 0 0 0 1 3 2
4 0 3 0 0 0 2 1
1 7 2 1 6 3 4 5
1 0 1 5 3 4 2 0
2 2 1 3 0 4 0 0
1 0 0 0 2 1 3 4
4 0 1 0 4 3 2 0
1 4 1 3 6 2 5 0
1 3 2 5 7 4 6 1
1 7 6 5 2 1 4 3
1 6 4 5 2 3 1 0
34 0 2 1 3 0 0 0
1 2 3 0 0 0 0 1
1 7 2 6 1 3 5 4
1 2 1 4 5 3 6 0
1 4 2 1 5 6 7 3
2 0 0 2 0 1 0 3
2 0 2 1 3 5 4 0
3 0 1 2 0 3 4 0
1 1 2 3 4 5 0 0
2 0 1 3 5 2 4 0
23 0 0 0 1 0 2 3
40 0 1 0 0 2 3 0
1 0 4 0 1 3 2 0
1 0 2 3 0 4 1 0
1 3 1 4 5 7 6 2
1 2 1 3 6 5 7 4
1 1 4 5 2 0 3 0
2 0 0 4 2 3 1 0
5 0 0 2 0 1 3 0
4 2 0 0 3 0 1 0
6 0 0 1 2 0 3 4
1 3 0 1 2 4 0 0
6 0 3 0 1 0 2 0
4 0 0 0 3 4 2 1
52 0 0 1 3 2 0 0
39 0 0 2 3 0 1 0
1 5 7 6 1 3 4 2
1 5 6 2 1 4 7 3
1 7 4 5 3 6 1 2
1 5 2 7 1 4 3 6
1 7 6 5 1 2 3 4
3 4 2 3 5 1 6 7
3 7 5 4 2 6 1 3
1 2 7 4 3 6 5 1
7 0 0 1 3 0 4 2
1 5 6 1 3 4 7 2
2 0 1 4 2 0 3 0
2 1 2 3 4 5 6 7
1 1 2 5 4 3 6 7
1 1 0 2 3 0 0 0
1 6 1 2 3 5 4 0
1 4 2 3 1 5 0 0
1 0 0 4 1 2 3 0
1 7 5 2 4 3 1 6
1 6 5 1 2 3 4 7
1 0 1 2 0 0 4 3
1 0 3 0 2 4 1 0
1 2 1 0 4 3 5 0
3 0 0 1 4 2 3 0
1 0 0 4 1 0 2 3
1 0 1 0 3 0 4 2
1 5 1 3 2 6 4 7
1 5 1 0 2 3 4 0
1 5 3 1 4 2 0 0
1 0 3 0 0 4 1 2
1 0 5 1 4 2 3 0
1 5 3 1 2 4 6 7
1 5 3 1 6 2 7 4
2 6 7 1 4 5 2 3
53 0 0 1 2 0 0 0
40 0 2 0 0 1 0 0
1 7 5 3 1 4 2 6
5 0 1 2 4 0 3 0
1 0 1 4 0 3 2 0
1 3 1 2 4 6 7 5
1 2 3 1 4 7 5 6
2 7 6 2 3 5 4 1
2 2 1 5 4 3 6 7
1 5 7 3 1 6 2 4
1 1 2 4 3 0 0 0
1 4 5 1 2 0 3 6
1 4 0 3 1 2 0 0
2 0 0 3 1 4 2 0
2 5 2 1 3 4 7 6
1 1 2 0 4 3 0 0
1 2 1 0 3 0 4 0
1 5 4 3 7 6 1 2
1 1 4 7 3 6 2 5
2 4 1 5 3 2 0 0
2 0 4 1 2 0 3 0
3 6 4 3 2 5 1 7
1 7 3 4 1 2 5 6
2 0 0 2 4 5 3 1
1 2 3 1 7 5 6 4
1 1 3 2 4 0 0 0
19 0 0 1 0 3 2 0
51 0 0 0 2 0 1 3
2 0 0 1 2 3 4 0
1 0 3 1 5 4 2 0
4 0 1 0 0 0 0 2
1 7 3 2 5 4 1 6
1 5 4 1 3 2 6 7
1 0 0 3 0 4 1 2
55 0 2 1 0 0 0 0
78 0 0 0 2 0 3 1
12 1 0 0 0 0 0 0
1 6 4 7 1 5 3 2
1 6 1 2 4 5 3 0
1 4 1 2 3 6 7 5
4 3 1 0 0 0 2 0
2 7 1 2 5 4 6 3
5 0 2 0 1 0 3 0
2 0 2 3 5 4 1 0
1 0 0 3 4 1 2 5
1 7 2 1 3 4 5 6
1 5 7 1 3 6 2 4
2 5 4 3 1 6 2 7
5 0 3 4 2 1 0 0
2 1 2 6 4 3 5 7
1 3 6 1 7 2 5 4
2 5 7 3 4 6 1 2
2 7 1 3 4 5 2 6
2 6 7 1 3 4 2 5
37 0 0 3 0 0 1 2
1 4 7 5 2 3 1 6
6 4 1 2 5 3 6 7
1 6 1 2 3 7 4 5
1 6 7 1 2 4 3 5
1 6 2 1 5 3 4 0
26 0 1 0 2 0 0 0
1 4 0 3 1 0 5 2
1 6 5 3 2 0 1 4
1 2 3 1 6 5 4 7
2 0 1 0 2 4 3 0
2 0 4 2 3 0 1 0
7 6 7 3 4 5 2 1
5 7 6 5 3 4 2 1
2 3 2 4 0 1 0 0
1 0 0 2 3 4 1 5
11 0 0 0 1 3 2 0
3 1 2 3 4 0 0 0
1 6 2 3 4 5 1 0
8 0 0 3 1 0 0 2
7 0 0 0 1 2 3 0
1 0 3 4 1 0 0 2
34 0 0 4 3 0 2 1
29 0 3 2 0 1 0 0
8 0 3 2 1 0 0 0
1 5 4 3 2 6 1 7
5 0 0 3 2 0 1 4
8 0 0 0 0 3 1 2
1 2 1 6 3 5 4 7
1 6 2 1 4 5 3 0
1 0 0 0 3 2 1 4
1 2 6 1 3 4 0 5
1 6 3 2 1 4 7 5
3 7 2 1 6 4 5 3
1 0 1 3 4 0 2 0
1 0 0 3 0 2 1 4
1 1 2 3 4 7 6 5
5 0 0 0 3 2 0 1
12 0 0 4 3 0 1 2
1 0 0 5 2 4 3 1
12 0 0 3 1 2 0 0
1 4 2 0 3 1 5 0
52 0 0 2 3 0 0 1
34 0 0 0 2 3 1 0
1 5 1 7 3 4 6 2
1 5 4 1 3 2 7 6
1 5 2 3 7 1 4 6
1 5 1 4 2 3 0 0
14 0 0 2 3 0 4 1
1 3 1 4 0 2 5 0
6 0 0 3 0 2 0 1
10 0 0 0 2 1 0 0
4 0 4 3 2 0 1 0
1 5 6 2 3 7 1 4
1 0 0 4 3 1 2 0
1 2 1 6 5 3 4 7
