7 Tain and Easter Ross
3 5 235 3434
Derek LOUDEN, SNP
Veronica MORRISON, Con
Sarah RAWLINGS, SLD
Alasdair RHIND, Ind
Fiona ROBERTSON, Ind
1 2 3 5 1 4
1 1 4 2 0 3
24 2 0 1 0 3
16 0 0 2 1 0
4 0 2 3 1 0
1 1 2 3 5 4
6 5 1 2 4 3
6 3 2 1 5 4
2 0 3 1 4 2
24 0 1 2 3 0
1 2 4 3 1 5
1 1 2 0 3 4
1 1 3 0 0 2
2 5 3 2 4 1
3 1 4 3 5 2
19 0 0 2 3 1
3 2 0 4 1 3
4 2 4 5 1 3
1 2 1 4 5 3
32 0 2 1 3 0
4 1 2 3 4 5
26 5 4 3 1 2
2 2 0 3 1 4
6 4 3 5 1 2
3 3 0 1 2 4
74 0 0 1 3 2
11 1 0 2 4 3
4 1 4 5 3 2
23 1 0 2 3 0
1 4 2 3 1 5
1 1 3 4 5 2
31 1 0 3 0 2
3 5 3 1 4 2
6 3 5 1 4 2
25 0 0 1 2 0
5 0 2 0 0 1
2 2 4 1 3 5
10 2 5 1 4 3
9 2 5 3 1 4
4 4 0 3 1 2
1 4 0 2 1 3
2 2 0 3 4 1
4 2 3 1 5 4
1 4 1 5 3 2
1 1 3 2 4 0
245 1 0 0 0 0
35 0 2 1 0 0
6 0 3 4 2 1
2 1 4 2 3 5
4 1 5 3 2 4
14 0 1 0 2 0
1 1 2 4 0 3
19 0 3 2 0 1
12 0 3 2 1 0
1 2 4 0 1 3
4 3 4 1 5 2
108 0 0 3 1 2
4 2 4 5 3 1
13 5 1 4 2 3
1 1 3 5 4 2
48 0 0 0 2 1
1 3 2 4 1 5
4 3 5 2 1 4
14 3 5 4 2 1
61 0 0 0 1 2
1 2 3 5 4 1
70 1 0 0 0 2
11 0 3 1 2 0
6 5 3 4 1 2
5 5 4 2 1 3
62 0 1 0 0 0
10 5 4 1 3 2
13 3 0 1 0 2
34 0 0 2 1 3
27 0 0 0 0 1
23 0 1 0 3 2
1 3 2 4 1 0
1 3 1 2 5 4
1 2 1 3 4 5
1 1 2 4 5 3
26 0 1 2 0 3
6 5 1 4 3 2
13 0 1 3 0 2
14 0 2 1 3 4
38 2 0 0 1 3
2 0 4 2 1 3
10 3 4 5 1 2
2 1 2 0 0 0
11 0 2 0 1 0
44 0 3 0 1 2
1 4 3 2 5 1
50 1 5 4 3 2
26 0 3 0 2 1
4 0 4 2 3 1
4 2 3 0 1 0
1 4 3 0 1 2
9 1 0 4 3 2
2 4 5 2 1 3
32 1 5 2 4 3
3 0 2 4 1 3
51 1 0 0 2 0
10 2 5 4 3 1
2 3 0 1 4 2
4 5 2 3 1 4
23 0 2 1 0 3
7 0 2 0 3 1
1 1 2 5 3 4
5 2 5 3 4 1
61 0 0 0 1 0
2 3 0 2 1 4
1 3 2 5 4 1
16 5 4 1 2 3
29 0 1 2 0 0
5 0 3 2 4 1
23 2 0 0 1 0
13 0 1 0 0 2
2 2 1 3 5 4
56 0 0 3 2 1
6 0 1 3 2 0
5 1 0 3 2 4
95 1 0 0 3 2
5 1 4 2 5 3
4 3 2 0 0 1
14 0 3 4 1 2
2 4 0 2 3 1
1 4 2 3 5 1
27 0 0 2 0 1
64 3 0 0 2 1
16 5 4 3 2 1
7 3 0 4 1 2
17 0 4 3 1 2
1 4 1 3 2 0
52 1 0 2 0 3
16 0 4 3 2 1
1 0 1 3 4 2
5 3 0 2 1 0
1 1 3 4 2 5
1 4 0 1 2 3
1 2 1 0 0 3
38 0 0 1 0 2
4 3 0 4 2 1
3 3 1 2 0 0
14 4 5 3 2 1
11 2 0 1 3 0
1 4 2 5 3 1
8 1 2 3 0 0
78 3 0 0 1 2
12 2 0 3 0 1
4 3 0 1 2 0
3 4 3 1 5 2
1 1 4 0 2 3
9 0 1 4 2 3
2 2 3 0 0 1
19 1 0 4 2 3
11 4 5 1 3 2
19 0 3 1 0 2
1 1 3 5 2 4
10 1 5 3 4 2
1 2 4 3 0 1
8 3 4 5 2 1
2 0 1 4 3 2
19 2 0 0 0 1
3 1 4 3 2 5
3 5 2 4 3 1
7 2 5 1 3 4
2 3 4 2 5 1
10 5 2 1 4 3
117 0 0 1 0 0
7 4 0 3 2 1
15 5 1 2 3 4
6 2 0 1 3 4
2 0 3 2 1 4
2 0 2 4 3 1
4 5 1 3 2 4
5 2 3 1 0 0
16 2 5 4 1 3
7 0 4 1 2 3
2 4 0 1 3 2
15 0 2 3 0 1
5 0 4 1 3 2
9 2 0 3 1 0
2 3 1 2 4 5
3 5 2 4 1 3
3 1 0 3 4 2
3 0 2 3 1 4
2 3 2 0 1 0
7 0 2 1 4 3
108 1 0 0 2 3
10 4 5 1 2 3
26 1 5 2 3 4
10 1 4 5 2 3
24 2 0 1 0 0
15 0 2 0 1 3
2 2 1 0 3 0
2 5 4 2 3 1
4 0 1 3 2 4
18 1 0 3 2 0
6 2 0 4 3 1
1 2 4 1 5 3
51 1 5 4 2 3
