13 Westhill and District
4 7 699 5706
Stephen William CAMERON, ISP
Fatima JOJI, SNP
Ron MCKAIL, Con
Colin MCKAY, Alba
Craig MILLER, Con
Iris Margaret WALKER, SLD
Lesley YOUNG, Lab
15 3 1 0 0 0 0 2
1 5 7 2 4 3 1 6
1 2 0 1 0 3 0 0
1 2 1 0 4 0 0 3
2 0 3 2 0 4 1 0
6 2 1 0 3 0 0 4
1 5 7 4 6 3 1 2
5 0 1 0 0 3 0 2
1 7 3 1 6 4 5 2
3 4 2 6 5 7 1 3
4 0 1 0 2 0 0 3
21 0 2 3 0 0 1 0
4 0 2 0 0 3 1 0
1 5 0 4 0 3 1 2
3 0 0 1 0 3 4 2
1 0 0 2 1 0 0 0
42 0 0 3 0 2 1 0
13 0 0 0 0 3 2 1
1 4 3 2 0 0 1 5
1 2 1 7 3 5 4 6
1 3 7 2 4 5 1 6
12 0 0 1 0 4 2 3
1 6 1 7 5 4 2 3
1 0 1 2 3 0 0 0
1 6 7 3 2 5 1 4
1 4 2 5 0 6 1 3
1 3 2 0 1 0 0 4
1 7 5 4 6 2 1 3
1 4 7 3 5 1 2 6
3 4 2 0 0 0 1 3
2 4 0 2 0 3 1 0
9 4 1 0 0 0 3 2
1 3 0 0 2 0 0 1
1 1 0 0 0 0 3 2
1 4 2 6 1 7 3 5
1 6 1 2 3 4 5 7
4 6 1 5 3 7 4 2
1 0 2 4 0 5 1 3
3 0 0 2 3 1 0 0
1 4 0 3 0 0 1 2
14 0 1 0 3 0 2 0
1 6 7 2 1 3 4 5
1 4 2 6 7 5 3 1
1 3 7 2 4 1 5 6
3 5 1 0 2 0 3 4
1 7 3 2 6 5 4 1
1 0 0 0 1 0 2 0
6 0 0 0 0 1 3 2
1 7 5 4 6 3 1 2
1 0 2 0 3 0 0 1
1 6 7 2 5 3 4 1
46 0 3 0 0 0 2 1
2 7 2 1 6 3 4 5
1 0 0 2 1 3 4 5
1 5 1 0 3 0 2 4
1 6 2 5 4 3 1 7
1 7 2 4 6 3 5 1
1 0 4 3 0 0 2 1
1 5 1 7 4 6 2 3
4 5 1 0 4 0 3 2
2 2 3 0 0 0 0 1
10 3 1 7 2 6 5 4
1 0 2 1 3 0 0 0
1 0 0 1 2 3 4 5
1 3 1 6 4 7 5 2
5 0 1 2 0 3 4 0
28 0 0 2 0 1 0 3
1 5 2 4 0 6 1 3
4 3 2 0 0 0 0 1
2 4 1 0 2 0 0 3
4 0 2 3 0 4 1 0
2 0 0 4 0 1 3 2
1 0 0 4 2 3 1 0
140 0 0 2 0 1 3 0
1 1 4 7 2 6 3 5
1 0 5 4 0 3 1 2
3 2 0 0 3 0 1 0
1 7 1 6 5 3 4 2
1 0 3 0 1 0 2 0
1 5 2 3 7 4 1 6
7 0 0 1 3 2 0 0
3 3 1 6 5 7 4 2
1 0 0 2 3 0 1 0
2 5 4 1 7 2 3 6
1 6 2 4 7 3 1 5
1 6 4 2 7 1 5 3
1 7 1 3 6 2 5 4
1 2 3 4 7 6 1 5
1 6 1 4 7 5 3 2
1 6 3 4 5 7 1 2
1 0 1 4 2 0 3 0
1 6 2 4 7 5 1 3
1 4 1 0 5 0 3 2
1 1 0 2 3 0 0 0
3 0 1 4 0 0 2 3
5 5 6 1 7 2 4 3
1 4 1 6 2 7 3 5
2 3 1 0 0 0 2 4
2 7 6 4 5 3 1 2
1 0 1 2 0 0 4 3
1 5 4 3 6 2 1 7
2 5 2 7 4 6 1 3
4 0 0 1 4 2 3 0
1 3 2 5 4 7 1 6
1 3 1 0 4 0 2 5
1 0 1 0 3 0 4 2
1 3 1 0 2 4 0 0
1 0 1 4 0 0 3 2
1 0 0 1 2 0 0 0
1 0 1 4 0 3 2 0
1 0 2 0 0 1 0 0
3 4 7 2 5 1 3 6
1 6 1 2 7 5 3 4
1 0 1 3 0 4 5 2
1 5 0 1 2 3 4 6
15 2 1 0 3 0 4 0
14 6 5 1 7 2 3 4
1 3 1 0 2 0 5 4
1 4 3 5 6 7 2 1
1 7 1 4 5 6 3 2
2 6 2 3 7 5 1 4
1 3 1 6 7 5 4 2
1 7 4 1 6 2 3 5
77 0 0 1 0 3 2 0
1 4 0 2 0 5 1 3
3 0 0 0 2 0 1 3
4 6 5 1 7 2 4 3
3 6 7 2 5 1 4 3
63 0 1 0 0 0 0 2
23 0 0 3 0 4 1 2
1 2 3 7 4 5 6 1
1 2 7 4 1 5 3 6
3 1 0 0 0 0 0 0
2 0 0 3 0 2 4 1
5 0 2 1 0 0 0 0
22 3 1 0 0 0 2 0
1 7 6 1 4 2 3 5
1 0 2 5 0 3 4 1
1 7 1 2 5 4 6 3
1 1 3 6 2 7 4 5
1 3 6 1 7 2 5 4
46 0 0 3 0 0 1 2
1 2 1 4 3 5 7 6
3 4 3 6 5 7 1 2
1 7 6 3 5 1 4 2
1 4 1 2 5 3 6 7
2 6 7 1 4 2 3 5
1 0 4 0 0 3 1 2
1 5 6 4 0 3 1 2
1 0 1 3 0 0 4 2
1 6 2 3 7 4 5 1
21 0 1 0 2 0 0 0
1 5 7 1 6 3 2 4
1 0 3 1 0 4 2 0
3 4 2 0 3 0 1 0
1 0 0 3 1 0 0 2
1 0 0 0 1 2 3 0
1 7 6 2 5 1 4 3
4 0 3 2 0 1 0 0
2 0 0 4 3 0 2 1
18 0 0 0 0 3 1 2
2 4 3 0 5 0 1 2
1 0 5 3 0 4 1 2
1 4 0 0 3 0 1 2
1 2 1 6 3 5 4 7
23 0 0 3 0 2 1 4
2 2 1 7 5 6 4 3
2 5 6 4 7 3 1 2
1 7 1 5 6 3 4 2
1 0 0 4 3 0 1 2
1 0 3 2 0 4 0 1
1 5 2 3 6 7 4 1
1 0 2 4 0 5 3 1
6 0 0 3 0 2 0 1
2 6 5 3 7 2 1 4
1 6 3 1 7 2 4 5
1 1 3 5 0 0 2 4
104 0 1 0 0 0 2 0
4 0 0 3 0 1 2 4
1 3 7 1 5 2 4 6
353 0 0 1 0 2 3 0
17 6 7 1 5 2 3 4
1 7 2 3 6 4 1 5
4 0 0 1 0 3 0 2
5 0 3 1 0 0 2 0
3 4 1 5 7 6 3 2
2 6 7 4 5 3 1 2
1 3 0 0 0 4 1 2
5 0 0 4 0 2 1 3
1 0 0 1 3 4 2 0
1 7 1 5 3 6 2 4
1 6 7 2 1 4 3 5
1 3 4 0 0 0 1 2
3 0 3 0 2 0 1 0
1 2 1 5 3 6 4 7
1 3 2 7 1 6 5 4
1 4 1 0 3 0 2 5
1 3 5 4 1 0 0 2
1 6 3 1 5 2 4 7
8 5 7 2 6 3 1 4
1 4 2 0 0 0 3 1
3 3 1 5 7 6 4 2
1 6 7 1 3 2 5 4
12 0 0 1 0 0 2 3
2 4 7 3 6 2 1 5
1 4 1 7 6 5 3 2
1 7 1 3 4 6 2 5
1 6 5 2 7 1 4 3
8 0 1 3 0 0 0 2
1 1 0 0 0 2 0 0
1 2 3 4 0 0 1 0
1 6 7 4 3 2 5 1
1 4 5 6 7 3 2 1
1 0 0 0 1 3 0 2
1 6 3 2 7 5 1 4
1 2 1 7 5 6 3 4
5 4 6 1 7 2 3 5
1 2 1 3 7 4 5 6
1 5 2 6 4 7 1 3
2 2 0 0 0 0 3 1
1 4 2 0 3 0 0 1
1 3 1 4 7 6 5 2
1 2 0 1 0 4 3 5
1 1 3 0 0 0 2 0
1 5 1 4 6 7 3 2
1 4 2 0 3 0 1 5
1 7 1 3 6 4 2 5
3 2 1 6 7 5 3 4
1 5 7 3 6 4 2 1
1 5 1 4 6 3 2 7
268 0 1 0 0 0 0 0
9 3 0 1 0 2 0 0
9 2 1 6 3 7 5 4
1 2 0 0 3 0 4 1
1 2 1 0 5 0 3 4
1 6 4 7 5 3 2 1
1 6 4 2 7 3 5 1
1 6 7 4 5 1 2 3
25 0 0 0 0 1 0 0
18 2 1 0 0 0 3 0
3 2 3 0 4 0 1 0
1 6 3 5 7 4 2 1
2 0 0 3 0 1 0 2
1 0 4 2 0 1 3 0
2 5 7 4 6 1 2 3
1 1 2 0 5 0 3 4
2 2 1 5 7 6 3 4
1 4 1 0 3 0 5 2
1 5 1 3 0 0 2 4
1 4 0 0 3 0 2 1
2 4 1 0 3 0 2 0
1 4 3 0 2 0 5 1
11 3 0 0 0 0 1 2
1 0 1 2 0 5 3 4
1 7 4 3 5 2 1 6
1 1 7 6 2 5 3 4
34 0 0 1 0 2 4 3
105 0 1 0 0 0 3 2
6 0 0 4 0 3 2 1
1 4 2 5 7 6 1 3
3 0 2 3 0 0 0 1
4 4 3 7 5 6 2 1
1 0 3 0 0 2 0 1
1 6 7 3 5 2 4 1
1 2 0 3 1 0 4 0
1 0 1 5 0 2 3 4
2 1 2 0 0 0 3 0
1 6 1 5 7 2 3 4
1 2 7 4 6 5 3 1
1 0 2 0 3 0 1 4
1 0 3 0 0 2 1 0
10 4 1 6 5 7 2 3
1 2 7 3 1 4 5 6
2 4 3 6 5 7 2 1
1 4 1 2 3 7 6 5
1 2 1 0 4 0 3 5
1 2 3 7 1 6 4 5
9 0 1 2 0 3 0 0
1 2 1 5 6 7 4 3
1 5 7 1 4 2 3 6
1 0 2 1 3 4 0 0
3 0 1 3 0 2 0 0
1 3 7 1 6 2 5 4
1 3 0 1 0 2 4 5
1 4 1 6 3 7 5 2
1 5 6 3 7 2 1 4
2 6 2 3 7 4 1 5
1 2 3 0 0 0 1 0
1 6 3 7 5 4 1 2
5 0 2 1 0 0 3 0
1 5 0 1 0 3 2 4
2 3 1 6 4 7 2 5
1 2 5 0 1 0 3 4
14 4 1 0 0 0 2 3
7 2 1 7 3 6 4 5
2 1 2 0 0 0 0 0
11 2 1 6 3 7 4 5
1 2 0 0 0 3 1 4
1 0 3 0 4 0 1 2
16 2 1 0 0 0 0 3
3 2 1 0 4 0 3 0
1 0 5 3 0 4 2 1
73 0 0 0 0 0 0 1
82 0 0 0 0 0 2 1
1 3 1 0 6 5 2 4
1 0 4 1 3 0 2 0
1 0 0 1 2 0 0 3
4 2 3 0 1 0 0 0
1 6 4 2 7 1 3 5
2 0 4 3 0 0 1 2
2 0 3 4 0 0 2 1
1 0 0 3 0 1 4 2
8 0 1 0 2 0 3 0
1 6 1 3 7 5 4 2
3 0 0 1 3 0 2 0
1 7 1 3 4 5 6 2
1 1 6 5 7 4 2 3
1 6 1 5 3 2 4 7
2 6 7 4 5 3 2 1
1 6 5 1 7 3 2 4
1 3 1 0 4 0 0 2
1 6 0 2 5 1 4 3
1 0 5 2 0 4 1 3
1 3 4 5 7 6 2 1
1 0 3 0 2 0 0 1
2 3 1 0 2 0 4 0
4 7 6 1 5 2 3 4
