15 Southside-Newington
4 5 285 11788
Steve BURGESS, Grn
Pauline FLANNERY, SLD
Simita KUMAR, SNP
Tim POGSON, Lab
Cameron ROSE, Con
25 2 3 5 1 4
1 1 4 2 0 3
2 2 0 1 0 3
41 0 0 2 1 0
25 0 2 3 1 0
59 3 2 5 1 4
6 1 2 3 5 4
2 5 1 2 4 3
2 3 2 1 5 4
1 0 3 1 4 2
43 2 4 3 1 5
21 0 1 2 3 0
9 1 2 0 3 4
10 1 3 0 0 2
3 5 3 2 4 1
1 1 4 3 5 2
2 2 0 4 1 3
6 2 1 4 5 3
3 2 4 5 1 3
1 4 3 1 0 2
20 0 2 1 3 0
39 1 2 3 4 5
7 5 4 3 1 2
47 4 3 5 1 2
1 2 0 3 1 4
4 3 0 1 2 4
3 0 0 1 3 2
8 1 2 5 4 3
4 1 4 5 3 2
270 1 0 2 3 0
1 3 4 1 0 2
22 4 2 3 1 5
53 3 4 1 2 5
1 1 3 4 5 2
8 3 1 0 2 4
4 5 3 1 4 2
1 1 0 3 0 2
193 2 4 1 3 5
378 0 2 0 0 1
61 0 0 1 2 0
3 3 5 1 4 2
53 1 2 4 3 0
6 2 5 3 1 4
3 2 5 1 4 3
5 1 2 0 4 3
15 3 2 0 4 1
35 4 1 5 3 2
6 2 3 1 5 4
78 1 3 2 4 0
141 1 0 0 0 0
18 0 2 1 0 0
27 4 2 0 1 3
231 1 4 2 3 5
3 0 3 4 2 1
8 3 1 2 4 0
56 2 4 3 1 0
4 2 3 4 5 1
4 1 5 3 2 4
29 2 1 4 3 0
226 0 1 0 2 0
37 1 2 3 4 0
25 0 3 2 1 0
3 0 3 2 0 1
3 2 4 0 1 3
5 3 4 1 5 2
19 4 3 2 1 5
3 0 0 3 1 2
2 2 4 5 3 1
8 5 1 4 2 3
4 1 3 5 4 2
154 0 0 0 2 1
77 3 2 4 1 5
1 3 5 2 1 4
128 2 4 1 3 0
3 3 5 4 2 1
29 2 1 3 4 0
11 2 3 5 4 1
63 0 0 0 1 2
8 1 0 0 0 2
29 0 3 1 2 0
12 5 3 4 1 2
6 5 4 2 1 3
207 0 1 0 0 0
6 5 4 1 3 2
4 3 0 1 0 2
4 0 0 2 1 3
511 0 0 0 0 1
12 4 2 1 3 5
1 4 1 2 0 3
127 0 1 0 3 2
51 3 2 4 1 0
1 3 1 2 5 4
49 1 3 4 2 0
44 4 1 5 2 3
4 1 2 4 5 3
23 2 1 3 4 5
1 1 4 3 0 2
17 3 1 4 2 0
1 0 1 2 0 3
8 5 1 4 3 2
7 0 1 3 0 2
4 2 0 0 1 3
49 3 1 4 2 5
1 0 4 2 1 3
26 4 2 3 1 0
67 1 2 0 0 0
8 3 4 5 1 2
1 4 1 3 0 2
333 0 2 0 1 0
35 3 4 2 1 0
155 0 3 0 1 2
1 4 3 2 5 1
238 0 3 0 2 1
2 1 5 4 3 2
168 2 3 0 1 0
2 2 1 0 4 3
22 4 3 0 1 2
5 4 5 2 1 3
58 2 3 4 1 0
9 2 1 0 3 4
1 1 5 2 4 3
229 1 4 2 3 0
147 1 0 0 2 0
1 2 5 4 3 1
3 5 2 3 1 4
2 0 2 1 0 3
302 0 2 0 3 1
11 3 4 0 1 2
24 4 3 1 2 5
14 1 2 5 3 4
2 2 5 3 4 1
376 0 0 0 1 0
40 3 4 2 1 5
2 3 4 2 0 1
28 3 2 5 4 1
2 3 0 2 1 4
3 5 4 1 2 3
16 4 2 1 3 0
11 0 1 2 0 0
6 4 1 2 3 5
51 1 2 4 3 5
187 2 0 0 1 0
174 0 1 0 0 2
4 5 2 3 4 1
4 2 1 3 5 4
4 0 0 3 2 1
17 0 1 3 2 0
2 1 4 2 5 3
2 1 0 0 3 2
28 3 2 0 0 1
49 3 4 1 2 0
3 1 4 0 3 2
3 0 3 4 1 2
4 4 2 3 5 1
8 0 0 2 0 1
4 5 4 3 2 1
13 3 0 0 2 1
1 0 4 3 1 2
11 4 1 3 2 0
36 2 1 4 3 5
7 1 0 2 0 3
92 1 3 4 2 5
56 3 0 2 1 0
2 0 1 3 4 2
17 2 1 0 0 3
1 4 0 1 2 3
15 0 0 1 0 2
27 3 1 2 0 0
1 4 5 3 2 1
14 4 1 3 2 5
1 4 2 1 5 3
234 2 0 1 3 0
81 4 2 5 3 1
32 4 3 0 2 1
45 1 2 3 0 0
3 2 0 3 0 1
14 3 0 0 1 2
80 3 0 1 2 0
3 1 4 0 2 3
2 4 3 1 5 2
18 2 3 0 0 1
3 0 1 4 2 3
5 0 3 1 0 2
2 4 5 1 3 2
1 1 0 4 2 3
13 1 3 5 2 4
9 2 1 5 4 3
75 2 3 4 1 5
1 1 5 3 4 2
105 2 3 1 4 0
1 2 4 3 0 1
2 1 3 2 0 4
18 3 2 0 1 4
27 4 3 1 2 0
7 3 2 4 5 1
19 3 2 1 4 0
11 3 4 5 2 1
1 0 1 4 3 2
125 1 4 3 2 5
27 2 0 0 0 1
16 5 2 4 3 1
3 3 1 4 5 2
5 2 5 1 3 4
1 3 4 2 5 1
28 4 3 2 1 0
257 0 0 1 0 0
6 5 1 2 3 4
2 0 2 4 3 1
1 2 0 1 3 4
1 5 1 3 2 4
117 2 3 1 0 0
27 2 1 5 3 4
5 2 5 4 1 3
1 1 2 3 0 4
8 3 1 0 4 2
7 0 2 3 0 1
1 0 4 1 3 2
88 2 0 3 1 0
17 3 1 2 4 5
16 5 2 4 1 3
21 4 2 0 3 1
63 4 2 5 1 3
5 3 4 0 2 1
18 4 1 0 3 2
214 3 2 0 1 0
1 0 2 3 1 4
12 2 3 0 1 4
23 4 1 0 2 3
4 1 5 2 3 4
6 4 5 1 2 3
2 1 0 0 2 3
2 1 4 5 2 3
480 2 0 1 0 0
7 2 3 0 4 1
2 2 1 4 0 3
173 0 2 0 1 3
94 2 1 0 3 0
1 2 4 0 3 1
4 5 4 2 3 1
1 0 1 3 2 4
144 1 0 3 2 0
4 2 4 1 5 3
22 5 3 4 2 1
3 1 5 4 2 3
2 2 4 1 0 3
3 4 5 3 1 2
11 4 1 2 3 0
105 1 3 0 2 0
9 1 2 0 0 3
2 4 1 2 5 3
36 3 2 1 0 0
136 0 1 0 2 3
4 0 3 1 2 4
148 2 3 1 4 5
2 4 2 3 0 1
7 0 0 1 2 3
118 1 4 3 2 0
5 5 3 1 2 4
1 1 3 0 2 4
34 3 1 5 2 4
34 2 1 3 0 0
63 1 3 2 0 0
96 2 1 0 0 0
2 4 1 3 5 2
72 4 3 5 2 1
6 3 5 1 2 4
3 2 0 0 3 1
1 2 3 1 0 4
3 5 3 2 1 4
5 1 3 2 5 4
1 1 0 2 3 4
119 3 1 0 2 0
2 3 5 4 1 2
3 3 0 2 0 1
2 1 3 0 4 2
286 1 0 2 0 0
113 1 2 0 3 0
40 3 1 0 0 2
3 2 4 3 5 1
5 5 2 1 3 4
86 1 3 2 4 5
1 3 5 2 4 1
2 5 1 3 4 2
20 3 1 5 4 2
31 3 2 1 4 5
