pile,ward,precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15
Azeem,7,2,Azeem,Nolan,Simmons,Siddiqui,Skeadas,,,,,,,,,,
Azeem,7,2,Azeem,Siddiqui,Simmons,Sobrinho-Wheeler,McGovern,Williams,Bullister,Skeadas,Mallon,Moree,McGuirk,Nolan,Eckstut,Hicks,Levy
Azeem,2,1,Azeem,Siddiqui,Zondervan,,,,,,,,,,,,
Azeem,2,1,Azeem,Nolan,Bullister,Zondervan,Sobrinho-Wheeler,McGuirk,Levy,Mallon,McGovern,Pierre,Skeadas,Siddiqui,Eckstut,,
Azeem,2,1,Azeem,Nolan,Eckstut,Siddiqui,Simmons,McGovern,Pierre,Sobrinho-Wheeler,McGuirk,Zondervan,Williams,Toner,Hicks,Levy,Moree
Azeem,2,1,Azeem,Mallon,McGovern,Sobrinho-Wheeler,Siddiqui,McGuirk,Simmons,Hicks,Toner,,,,,,
Azeem,2,1,Azeem,Sobrinho-Wheeler,McGuirk,Mallon,McGovern,Siddiqui,Simmons,Toner,Hicks,Skeadas,,,,,
Azeem,2,1,Azeem,Sobrinho-Wheeler,Williams,Toner,Bullister,Zondervan,Carlone,Skeadas,Siddiqui,Simmons,McGovern,Nolan,Eckstut,Levy,Mallon
Azeem,2,1,Azeem,Hicks,Sobrinho-Wheeler,Simmons,Zondervan,Skeadas,Siddiqui,Mallon,McGuirk,McGovern,Toner,,,,
Azeem,2,1,Azeem,Sobrinho-Wheeler,Mallon,Bullister,Siddiqui,McGovern,Skeadas,Simmons,Hicks,Eckstut,Zondervan,McGuirk,Toner,Nolan,Williams
Azeem,2,1,Azeem,Sobrinho-Wheeler,Hicks,Mallon,Siddiqui,Simmons,McGovern,McGuirk,Toner,Zondervan,Williams,Nolan,Bullister,Carlone,Skeadas
Azeem,2,1,Azeem,Pierre,Simmons,,,,,,,,,,,,
Azeem,2,1,Azeem,Sobrinho-Wheeler,Mallon,Hicks,Simmons,McGuirk,Siddiqui,McGovern,Toner,,,,,,
Azeem,2,1,Azeem,Siddiqui,McGuirk,Hicks,McGovern,Mallon,Simmons,Sobrinho-Wheeler,Toner,,,,,,
Azeem,2,1,Azeem,Sobrinho-Wheeler,Siddiqui,Bullister,Zondervan,Toner,McGuirk,,,,,,,,
Azeem,2,1,Azeem,Williams,Hicks,Bullister,Sobrinho-Wheeler,Skeadas,Nolan,Mallon,Siddiqui,Eckstut,Zondervan,Carlone,McGovern,,
Azeem,2,1,Azeem,Bullister,Nolan,Siddiqui,Skeadas,Simmons,Williams,Sobrinho-Wheeler,Zondervan,,,,,,
Azeem,2,1,Azeem,Bullister,Eckstut,Hicks,Levy,McGuirk,Moree,Pierre,Skeadas,Toner,Williams,,,,
Azeem,2,1,Azeem,Moree,Simmons,McGuirk,Siddiqui,Sobrinho-Wheeler,Toner,Mallon,McGovern,Hicks,,,,,
Azeem,2,1,Azeem,Hicks,Mallon,McGovern,McGuirk,Siddiqui,Simmons,Sobrinho-Wheeler,Toner,,,,,,
Azeem,2,1,Azeem,Mallon,McGovern,Simmons,McGuirk,Siddiqui,Hicks,Sobrinho-Wheeler,Toner,Bullister,,,,,
Azeem,2,1,Azeem,Mallon,Siddiqui,Simmons,McGovern,Hicks,Moree,Toner,Sobrinho-Wheeler,,,,,,
Azeem,2,1,Azeem,Toner,McGovern,Mallon,Skeadas,McGuirk,Zondervan,Hicks,,,,,,,
Azeem,8,3,Azeem,Mallon,Skeadas,Siddiqui,Nolan,Williams,Zondervan,,,,,,,,
Azeem,8,3,Azeem,Mallon,Sobrinho-Wheeler,Siddiqui,Hicks,McGovern,Simmons,,,,,,,,
Azeem,8,3,Azeem,Bullister,Siddiqui,Skeadas,Nolan,McGovern,Zondervan,,,,,,,,
Azeem,8,3,Azeem,Hicks,Siddiqui,Mallon,McGovern,Simmons,McGuirk,Sobrinho-Wheeler,Toner,,,,,,
Azeem,2,2,Azeem,Bullister,Sobrinho-Wheeler,Siddiqui,,,,,,,,,,,
Azeem,2,2,Azeem,Sobrinho-Wheeler,Siddiqui,McGuirk,Mallon,McGovern,Simmons,Bullister,Skeadas,Eckstut,Hicks,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,Moree,Pierre,Skeadas,Toner,McGuirk,Levy,Hicks,Eckstut,Bullister,Williams,,,,
Azeem,2,2,Azeem,Skeadas,Eckstut,Siddiqui,Sobrinho-Wheeler,Williams,Zondervan,Bullister,Mallon,Hicks,Carlone,McGuirk,Simmons,Levy,Pierre
Azeem,2,2,Azeem,McGovern,Mallon,Bullister,Nolan,Skeadas,,,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,Bullister,Mallon,McGovern,Siddiqui,Sobrinho-Wheeler,Simmons,Hicks,Toner,,,,,,
Azeem,2,2,Azeem,Bullister,Siddiqui,Sobrinho-Wheeler,McGuirk,,,,,,,,,,
Azeem,2,2,Azeem,Mallon,Sobrinho-Wheeler,Siddiqui,Bullister,Simmons,McGovern,McGuirk,Hicks,,,,,,
Azeem,2,2,Azeem,McGovern,Mallon,,,,,,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,Siddiqui,Bullister,Hicks,Pierre,Williams,Nolan,,,,,,,,
Azeem,2,2,Azeem,Siddiqui,Simmons,McGovern,Mallon,Sobrinho-Wheeler,Hicks,Toner,McGuirk,,,,,,
Azeem,2,2,Azeem,Williams,Simmons,McGovern,Siddiqui,,,,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,Sobrinho-Wheeler,Siddiqui,Skeadas,Hicks,Bullister,Zondervan,Mallon,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,Siddiqui,Nolan,Williams,Skeadas,Hicks,Mallon,McGovern,Simmons,Sobrinho-Wheeler,Zondervan,Carlone,,,
Azeem,2,2,Azeem,McGovern,Zondervan,Simmons,Sobrinho-Wheeler,,,,,,,,,,
Azeem,2,2,Azeem,Bullister,Zondervan,Sobrinho-Wheeler,Levy,Mallon,Pierre,,,,,,,,
Azeem,2,2,Azeem,Williams,Toner,,,,,,,,,,,,
Azeem,2,2,Azeem,Siddiqui,Simmons,Mallon,Hicks,Skeadas,,,,,,,,,
Azeem,2,2,Azeem,Bullister,Siddiqui,,,,,,,,,,,,
Azeem,2,2,Azeem,McGuirk,,,,,,,,,,,,,
Azeem,2,2,Azeem,Siddiqui,Simmons,Mallon,McGovern,Sobrinho-Wheeler,,,,,,,,,
Azeem,2,2,Azeem,Siddiqui,Simmons,Sobrinho-Wheeler,Zondervan,,,,,,,,,,
Azeem,2,2,Azeem,Sobrinho-Wheeler,Hicks,Levy,Mallon,Carlone,Siddiqui,Zondervan,Skeadas,,,,,,
Azeem,2,2,Azeem,Siddiqui,Zondervan,,,,,,,,,,,,
Azeem,2,2,Azeem,Williams,Bullister,,,,,,,,,,,,
Azeem,2,2,Azeem,McGuirk,Mallon,Siddiqui,Sobrinho-Wheeler,Simmons,McGovern,,,,,,,,
Azeem,2,2,Azeem,Bullister,Nolan,Pierre,Zondervan,Siddiqui,Skeadas,Williams,Sobrinho-Wheeler,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,McGovern,Toner,,,,,,,,,,,,
Azeem,2,2,Azeem,Bullister,Mallon,Pierre,,,,,,,,,,,
Azeem,2,2,Azeem,Hicks,Mallon,McGovern,McGuirk,Siddiqui,Sobrinho-Wheeler,Simmons,Toner,,,,,,
Azeem,2,2,Azeem,Siddiqui,Bullister,Sobrinho-Wheeler,McGuirk,,,,,,,,,,
Azeem,2,2,Azeem,McGovern,Mallon,Pierre,Sobrinho-Wheeler,,,,,,,,,,
Azeem,2,2,Azeem,Simmons,Skeadas,Williams,,,,,,,,,,,
Azeem,2,2,Azeem,Sobrinho-Wheeler,Siddiqui,Bullister,,,,,,,,,,,
Azeem,2,2,Azeem,Siddiqui,Sobrinho-Wheeler,McGovern,Simmons,Mallon,,,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,Williams,Hicks,,,,,,,,,,,,
Azeem,2,2,Azeem,Simmons,Siddiqui,Sobrinho-Wheeler,Zondervan,,,,,,,,,,
Azeem,2,2,Azeem,Siddiqui,Hicks,,,,,,,,,,,,
Azeem,2,2,Azeem,Bullister,McGovern,McGuirk,Siddiqui,Simmons,Sobrinho-Wheeler,Toner,Hicks,Mallon,,,,,
Azeem,2,2,Azeem,Sobrinho-Wheeler,Zondervan,,,,,,,,,,,,
Azeem,2,2,Azeem,Simmons,,,,,,,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,McGovern,Mallon,Simmons,Siddiqui,Sobrinho-Wheeler,McGuirk,Hicks,Toner,,,,,,
Azeem,2,2,Azeem,Siddiqui,Hicks,Mallon,Simmons,Sobrinho-Wheeler,,,,,,,,,
Azeem,2,2,Azeem,Skeadas,Williams,Toner,McGovern,Hicks,Eckstut,Bullister,McGuirk,Moree,Pierre,Levy,Siddiqui,Simmons,Mallon
Azeem,2,2,Azeem,Mallon,Williams,,,,,,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,Moree,Zondervan,,,,,,,,,,,,
Azeem,2,2,Azeem,,,,,,,,,,,,,,
Azeem,2,2,Azeem,Bullister,Carlone,McGuirk,Pierre,Siddiqui,Simmons,Williams,,,,,,,
Azeem,2,2,Azeem,Bullister,Siddiqui,Sobrinho-Wheeler,Simmons,Hicks,Mallon,McGovern,McGuirk,Toner,,,,,
Azeem,2,2,Azeem,Siddiqui,Sobrinho-Wheeler,Bullister,Write-in #1,Mallon,McGuirk,Simmons,McGovern,Hicks,,,,,
Azeem,2,2,Azeem,Zondervan,Sobrinho-Wheeler,Nolan,Siddiqui,Skeadas,McGuirk,Simmons,Bullister,McGovern,Mallon,,,,
Azeem,2,2,Azeem,Bullister,Nolan,Williams,Mallon,Sobrinho-Wheeler,Zondervan,McGovern,Carlone,Simmons,Skeadas,Toner,Siddiqui,McGuirk,Pierre
Azeem,2,2,Azeem,Siddiqui,Skeadas,Bullister,Simmons,Zondervan,Williams,Nolan,,,,,,,
Azeem,2,2,Azeem,Siddiqui,Sobrinho-Wheeler,McGovern,Simmons,McGuirk,Mallon,Hicks,Bullister,Toner,,,,,
Azeem,2,2,Azeem,Sobrinho-Wheeler,Siddiqui,Bullister,,,,,,,,,,,
Azeem,2,2,Azeem,McGovern,Sobrinho-Wheeler,Toner,Carlone,Simmons,Williams,Skeadas,Mallon,Eckstut,Bullister,Levy,McGuirk,Siddiqui,Hicks
Azeem,2,2,Azeem,Bullister,Nolan,Williams,Mallon,Sobrinho-Wheeler,Zondervan,McGovern,Carlone,Simmons,Skeadas,Toner,Siddiqui,McGuirk,Pierre
Azeem,2,2,Azeem,Pierre,Siddiqui,Bullister,Williams,McGovern,Zondervan,Nolan,Hicks,Simmons,McGuirk,Skeadas,Mallon,Sobrinho-Wheeler,Toner
Azeem,2,2,Azeem,Siddiqui,Sobrinho-Wheeler,McGovern,Simmons,McGuirk,Mallon,Hicks,Bullister,Toner,,,,,
Azeem,2,2,Azeem,Zondervan,Siddiqui,Carlone,,,,,,,,,,,
Azeem,10,3,Azeem,Hicks,Mallon,McGovern,McGuirk,Pierre,Siddiqui,Toner,Simmons,,,,,,
Azeem,10,3,Azeem,Simmons,Siddiqui,Sobrinho-Wheeler,McGovern,Mallon,McGuirk,Bullister,Eckstut,Hicks,,,,,
Azeem,10,3,Azeem,Sobrinho-Wheeler,Mallon,Siddiqui,McGovern,Zondervan,Skeadas,Bullister,Nolan,,,,,,
Azeem,10,3,Azeem,Mallon,McGovern,Sobrinho-Wheeler,Siddiqui,Simmons,Hicks,McGuirk,Toner,Zondervan,,,,,
Azeem,10,3,Azeem,Toner,Pierre,,,,,,,,,,,,
Azeem,10,3,Azeem,Mallon,Hicks,McGuirk,Siddiqui,Toner,Sobrinho-Wheeler,McGovern,Simmons,,,,,,
Azeem,10,3,Azeem,Pierre,Siddiqui,Simmons,Toner,Zondervan,Carlone,,,,,,,,
Azeem,10,3,Azeem,Bullister,Moree,Nolan,Skeadas,Sobrinho-Wheeler,Carlone,Mallon,McGovern,Simmons,Siddiqui,Toner,Eckstut,Hicks,McGuirk
Azeem,10,3,Azeem,Williams,Sobrinho-Wheeler,Nolan,Carlone,Skeadas,Zondervan,,,,,,,,
Azeem,10,3,Azeem,Hicks,Mallon,McGovern,McGuirk,Siddiqui,Simmons,Sobrinho-Wheeler,,,,,,,
Azeem,10,3,Azeem,Simmons,Siddiqui,Sobrinho-Wheeler,McGovern,Mallon,McGuirk,Bullister,Eckstut,Hicks,,,,,
Azeem,10,3,Azeem,Hicks,McGuirk,Pierre,Simmons,,,,,,,,,,
Azeem,10,3,Azeem,Sobrinho-Wheeler,McGovern,Mallon,,,,,,,,,,,
Azeem,10,3,Azeem,Carlone,Hicks,Levy,Mallon,McGovern,McGuirk,Moree,Pierre,Simmons,Skeadas,Sobrinho-Wheeler,Toner,Williams,Zondervan
Azeem,10,3,Azeem,Bullister,Siddiqui,,,,,,,,,,,,
Azeem,10,3,Azeem,Bullister,McGovern,Mallon,Write-in #1,,,,,,,,,,
Azeem,10,3,Azeem,Simmons,Siddiqui,Skeadas,Nolan,Bullister,Carlone,Zondervan,Sobrinho-Wheeler,McGuirk,Mallon,,,,
Azeem,10,3,Azeem,Siddiqui,Sobrinho-Wheeler,Mallon,McGovern,,,,,,,,,,
Azeem,10,3,Azeem,Siddiqui,McGovern,Mallon,Sobrinho-Wheeler,Zondervan,Bullister,Carlone,,,,,,,
Azeem,10,3,Azeem,Simmons,McGuirk,McGovern,Siddiqui,Sobrinho-Wheeler,Mallon,Hicks,Toner,Skeadas,Bullister,,,,
Azeem,10,3,Azeem,McGuirk,Sobrinho-Wheeler,Zondervan,Pierre,Toner,Skeadas,Moree,Levy,Hicks,Siddiqui,Nolan,Williams,Simmons,Bullister
Azeem,10,3,Azeem,Hicks,Mallon,McGovern,McGuirk,Siddiqui,Simmons,Sobrinho-Wheeler,Toner,,,,,,
Azeem,10,3,Azeem,Siddiqui,Bullister,Mallon,Sobrinho-Wheeler,Zondervan,Skeadas,Nolan,Williams,,,,,,
Azeem,10,3,Azeem,Hicks,Levy,McGovern,McGuirk,Siddiqui,Sobrinho-Wheeler,Toner,Pierre,Carlone,Mallon,Nolan,Skeadas,Zondervan,Williams
Azeem,10,3,Azeem,Zondervan,McGovern,Siddiqui,Sobrinho-Wheeler,Simmons,Mallon,Carlone,Skeadas,Nolan,,,,,
Azeem,10,3,Azeem,Bullister,Carlone,Eckstut,Hicks,Levy,Mallon,McGovern,McGuirk,Moree,Nolan,Pierre,Siddiqui,Simmons,Skeadas
Azeem,10,3,Azeem,Siddiqui,Mallon,Nolan,Skeadas,Simmons,Williams,Zondervan,Eckstut,McGuirk,Pierre,Sobrinho-Wheeler,Hicks,,
Azeem,10,3,Azeem,Sobrinho-Wheeler,Hicks,Mallon,Siddiqui,McGovern,,,,,,,,,
Azeem,10,3,Azeem,McGuirk,Skeadas,Hicks,Sobrinho-Wheeler,Mallon,Bullister,,,,,,,,
Azeem,10,3,Azeem,Siddiqui,Zondervan,Williams,,,,,,,,,,,
Azeem,10,3,Azeem,Sobrinho-Wheeler,McGuirk,McGovern,Siddiqui,,,,,,,,,,
Azeem,10,3,Azeem,McGovern,Mallon,Siddiqui,Simmons,Sobrinho-Wheeler,McGuirk,Hicks,,,,,,,
Azeem,10,3,Azeem,Mallon,Simmons,McGuirk,Siddiqui,,,,,,,,,,
Azeem,10,3,Azeem,Skeadas,Sobrinho-Wheeler,McGovern,Mallon,Siddiqui,Bullister,Zondervan,Eckstut,,,,,,
Azeem,10,3,Azeem,Nolan,Bullister,Skeadas,Siddiqui,Levy,Zondervan,Mallon,Williams,McGovern,Toner,McGuirk,Hicks,Sobrinho-Wheeler,Carlone
Azeem,10,1,Azeem,Simmons,Toner,McGuirk,Hicks,McGovern,Siddiqui,,,,,,,,
Azeem,10,1,Azeem,Mallon,Nolan,Simmons,Hicks,Bullister,Williams,Skeadas,Toner,Zondervan,Carlone,Eckstut,Levy,McGovern,McGuirk
Azeem,10,1,Azeem,Carlone,Siddiqui,,,,,,,,,,,,
Azeem,10,1,Azeem,Mallon,Siddiqui,Simmons,Sobrinho-Wheeler,McGovern,Toner,McGuirk,Hicks,,,,,,
Azeem,10,1,Azeem,Siddiqui,Sobrinho-Wheeler,McGovern,Simmons,Mallon,McGuirk,Toner,Hicks,,,,,,
Azeem,10,1,Azeem,Zondervan,Sobrinho-Wheeler,Carlone,Eckstut,Skeadas,,,,,,,,,
Azeem,10,1,Azeem,Sobrinho-Wheeler,Hicks,Siddiqui,Simmons,McGovern,Mallon,Toner,McGuirk,Skeadas,Eckstut,,,,
Azeem,10,1,Azeem,Sobrinho-Wheeler,Hicks,Siddiqui,Simmons,McGovern,Mallon,Toner,McGuirk,Skeadas,Eckstut,,,,
Azeem,10,1,Azeem,Skeadas,Zondervan,Nolan,Siddiqui,Williams,Bullister,Sobrinho-Wheeler,Simmons,McGuirk,Mallon,Levy,,,
Azeem,10,1,Azeem,Siddiqui,Nolan,Carlone,Hicks,Mallon,Williams,Zondervan,,,,,,,
Azeem,10,1,Azeem,Bullister,Mallon,McGovern,Nolan,Siddiqui,Skeadas,Sobrinho-Wheeler,Toner,,,,,,
Azeem,10,1,Azeem,McGuirk,Siddiqui,Simmons,Sobrinho-Wheeler,Williams,Bullister,Skeadas,Pierre,Nolan,,,,,
Azeem,10,1,Azeem,Mallon,McGovern,Siddiqui,Simmons,Skeadas,Williams,,,,,,,,
Azeem,10,1,Azeem,Sobrinho-Wheeler,Siddiqui,Bullister,Zondervan,Skeadas,Williams,Nolan,McGovern,Hicks,Mallon,McGuirk,Simmons,Toner,Eckstut
Azeem,10,1,Azeem,McGuirk,Mallon,Sobrinho-Wheeler,McGovern,Siddiqui,Simmons,Hicks,Toner,,,,,,
Azeem,10,1,Azeem,Mallon,McGovern,Sobrinho-Wheeler,Siddiqui,McGuirk,Simmons,Toner,Skeadas,Zondervan,Nolan,Bullister,Eckstut,Hicks,Levy
Azeem,10,1,Azeem,Siddiqui,Sobrinho-Wheeler,McGovern,Simmons,Mallon,McGuirk,Toner,Hicks,,,,,,
Azeem,10,1,Azeem,Sobrinho-Wheeler,Zondervan,Siddiqui,Toner,,,,,,,,,,
Azeem,10,1,Azeem,Sobrinho-Wheeler,Hicks,Skeadas,Zondervan,,,,,,,,,,
Azeem,10,1,Azeem,Hicks,Skeadas,Sobrinho-Wheeler,Zondervan,Siddiqui,McGuirk,Williams,Toner,Carlone,Simmons,Mallon,Bullister,McGovern,Pierre
Azeem,10,1,Azeem,Hicks,Sobrinho-Wheeler,Mallon,McGovern,Siddiqui,Simmons,Toner,McGuirk,,,,,,
Azeem,10,1,Azeem,Zondervan,Bullister,Nolan,Siddiqui,Williams,Carlone,Sobrinho-Wheeler,Mallon,McGovern,Simmons,McGuirk,Skeadas,Toner,
Azeem,10,1,Azeem,Hicks,Sobrinho-Wheeler,Mallon,McGovern,Siddiqui,Simmons,Toner,McGuirk,,,,,,
Azeem,10,1,Azeem,McGovern,Toner,Nolan,Williams,Siddiqui,,,,,,,,,
Azeem,10,1,Azeem,Bullister,Simmons,Siddiqui,Nolan,Pierre,Mallon,Zondervan,Williams,,,,,,
Azeem,10,1,Azeem,Zondervan,Sobrinho-Wheeler,Skeadas,Carlone,,,,,,,,,,
Azeem,10,1,Azeem,Siddiqui,Mallon,,,,,,,,,,,,
Azeem,10,1,Azeem,Hicks,Skeadas,Sobrinho-Wheeler,Zondervan,Simmons,Siddiqui,Carlone,Nolan,,,,,,
Azeem,10,1,Azeem,Skeadas,Siddiqui,Mallon,Williams,Simmons,Carlone,McGuirk,Sobrinho-Wheeler,Toner,Moree,Zondervan,,,
Azeem,10,1,Azeem,Siddiqui,Nolan,Sobrinho-Wheeler,Zondervan,McGovern,Mallon,Simmons,Toner,Carlone,Williams,Bullister,Hicks,Eckstut,Skeadas
Azeem,10,1,Azeem,Siddiqui,Skeadas,Nolan,McGuirk,Williams,Mallon,Zondervan,Sobrinho-Wheeler,McGovern,Bullister,Hicks,,,
Azeem,10,1,Azeem,Zondervan,Nolan,Siddiqui,Toner,Skeadas,Bullister,Williams,Sobrinho-Wheeler,Carlone,Levy,Eckstut,McGovern,Pierre,Hicks
Azeem,10,1,Azeem,Siddiqui,McGuirk,Skeadas,Nolan,Williams,Mallon,,,,,,,,
Azeem,10,1,Azeem,Sobrinho-Wheeler,Hicks,Skeadas,Zondervan,,,,,,,,,,
Azeem,10,1,Azeem,Nolan,Bullister,Williams,Sobrinho-Wheeler,Pierre,Siddiqui,Zondervan,McGuirk,,,,,,
Azeem,10,1,Azeem,Sobrinho-Wheeler,Siddiqui,Bullister,,,,,,,,,,,
Azeem,10,1,Azeem,Nolan,Bullister,Williams,Sobrinho-Wheeler,Pierre,Siddiqui,Zondervan,McGuirk,,,,,,
Azeem,10,1,Azeem,Siddiqui,Zondervan,Williams,Carlone,Hicks,Pierre,Simmons,Sobrinho-Wheeler,Toner,Mallon,McGovern,McGuirk,,
Azeem,10,1,Azeem,Mallon,Siddiqui,Zondervan,McGovern,Nolan,Skeadas,Simmons,Carlone,Williams,,,,,
Azeem,10,1,Azeem,Siddiqui,Skeadas,Mallon,,,,,,,,,,,
Azeem,10,1,Azeem,Bullister,Levy,Mallon,Nolan,Pierre,Siddiqui,Simmons,Zondervan,,,,,,
Azeem,10,1,Azeem,McGovern,Mallon,Siddiqui,McGuirk,Simmons,Toner,Hicks,Sobrinho-Wheeler,,,,,,
Azeem,10,1,Azeem,Zondervan,Siddiqui,McGovern,Mallon,Hicks,Sobrinho-Wheeler,Nolan,,,,,,,
Azeem,10,1,Azeem,Siddiqui,McGuirk,,,,,,,,,,,,
Azeem,10,1,Azeem,Siddiqui,Sobrinho-Wheeler,McGovern,Simmons,Mallon,McGuirk,Toner,Hicks,,,,,,
Azeem,10,1,Azeem,Bullister,Simmons,Nolan,Mallon,Siddiqui,Williams,Pierre,,,,,,,
Azeem,10,1,Azeem,Bullister,Sobrinho-Wheeler,Skeadas,Eckstut,Siddiqui,Zondervan,McGovern,Williams,McGuirk,Nolan,Mallon,Simmons,,
Azeem,10,1,Azeem,Zondervan,Siddiqui,Williams,Nolan,Toner,Skeadas,Sobrinho-Wheeler,Bullister,Levy,Carlone,Mallon,McGovern,Hicks,Pierre
Azeem,10,1,Azeem,Levy,Siddiqui,Williams,Skeadas,Nolan,Mallon,Hicks,,,,,,,
Azeem,10,1,Azeem,Siddiqui,Mallon,McGovern,Simmons,McGuirk,Toner,Sobrinho-Wheeler,Hicks,Skeadas,,,,,
Azeem,10,1,Azeem,Siddiqui,Simmons,,,,,,,,,,,,
Azeem,10,1,Azeem,,,,,,,,,,,,,,
Azeem,10,1,Azeem,Mallon,McGuirk,Nolan,Siddiqui,Williams,Toner,Simmons,Carlone,,,,,,
Azeem,10,1,Azeem,Mallon,McGuirk,McGovern,Siddiqui,Sobrinho-Wheeler,Simmons,Hicks,Toner,,,,,,
Azeem,10,1,Azeem,Hicks,Mallon,McGovern,McGuirk,Siddiqui,Simmons,Sobrinho-Wheeler,Toner,,,,,,
Azeem,10,1,Azeem,Siddiqui,McGovern,Mallon,Zondervan,Hicks,Sobrinho-Wheeler,Nolan,,,,,,,
Azeem,10,1,Azeem,McGuirk,Zondervan,Siddiqui,Sobrinho-Wheeler,Nolan,Carlone,Skeadas,,,,,,,
Azeem,10,1,Azeem,Siddiqui,Sobrinho-Wheeler,McGovern,Mallon,McGuirk,Simmons,Toner,Hicks,Skeadas,Bullister,Eckstut,Carlone,Zondervan,Nolan
Azeem,9,1,Azeem,Hicks,McGovern,Siddiqui,Sobrinho-Wheeler,Mallon,Simmons,McGuirk,Toner,,,,,,
Azeem,9,1,Azeem,Skeadas,Mallon,,,,,,,,,,,,
Azeem,9,1,Azeem,Siddiqui,Skeadas,,,,,,,,,,,,
Azeem,9,1,Azeem,Mallon,McGovern,Siddiqui,Simmons,Toner,Hicks,McGuirk,Sobrinho-Wheeler,Zondervan,Carlone,Nolan,,,
Azeem,9,1,Azeem,Mallon,McGovern,Sobrinho-Wheeler,Simmons,Siddiqui,McGuirk,Hicks,Toner,,,,,,
Azeem,9,1,Azeem,Mallon,McGovern,Siddiqui,Toner,Hicks,McGuirk,Sobrinho-Wheeler,,,,,,,
Azeem,9,1,Azeem,Skeadas,McGovern,Siddiqui,Sobrinho-Wheeler,Williams,Zondervan,Toner,Mallon,,,,,,
Azeem,9,1,Azeem,Carlone,Siddiqui,,,,,,,,,,,,
Azeem,9,1,Azeem,Mallon,McGovern,Siddiqui,Simmons,Toner,Hicks,McGuirk,Sobrinho-Wheeler,Zondervan,,,,,
Azeem,9,1,Azeem,Sobrinho-Wheeler,Mallon,McGovern,Siddiqui,Hicks,Simmons,Bullister,,,,,,,
Azeem,9,1,Azeem,Nolan,Mallon,Siddiqui,Hicks,Pierre,Sobrinho-Wheeler,Levy,Skeadas,,,,,,
Azeem,9,1,Azeem,Bullister,Skeadas,Siddiqui,Zondervan,Mallon,Sobrinho-Wheeler,Williams,Eckstut,,,,,,
Azeem,9,1,Azeem,Mallon,McGovern,Siddiqui,Simmons,Toner,Hicks,McGuirk,Sobrinho-Wheeler,Write-in #1,Carlone,,,,
Azeem,9,1,Azeem,Bullister,Eckstut,Hicks,Levy,McGuirk,Moree,Pierre,Skeadas,Toner,Williams,Write-in #1,,,
Azeem,9,1,Azeem,Bullister,Hicks,Pierre,Siddiqui,Skeadas,Simmons,Williams,Zondervan,Levy,Mallon,Nolan,Eckstut,,
Azeem,9,1,Azeem,Siddiqui,Sobrinho-Wheeler,Hicks,Skeadas,Mallon,Williams,Nolan,,,,,,,
Azeem,9,1,Azeem,Bullister,Mallon,Siddiqui,Sobrinho-Wheeler,Eckstut,Skeadas,Williams,Zondervan,,,,,,
Azeem,9,1,Azeem,Zondervan,McGuirk,Toner,Carlone,Nolan,Williams,Hicks,Skeadas,Simmons,Siddiqui,Moree,Levy,Pierre,Eckstut
Azeem,9,1,Azeem,Mallon,McGovern,Sobrinho-Wheeler,Siddiqui,Simmons,Skeadas,Nolan,,,,,,,
Azeem,9,1,Azeem,Hicks,Mallon,McGovern,McGuirk,Siddiqui,Simmons,Sobrinho-Wheeler,Toner,,,,,,
Azeem,9,1,Azeem,Toner,Mallon,McGovern,Zondervan,,,,,,,,,,
Azeem,9,1,Azeem,Skeadas,Toner,Mallon,McGovern,Zondervan,Simmons,,,,,,,,
Azeem,9,1,Azeem,Mallon,McGovern,Sobrinho-Wheeler,Siddiqui,McGuirk,Hicks,Simmons,Toner,,,,,,
Azeem,9,1,Azeem,Bullister,McGovern,Siddiqui,Nolan,Williams,Simmons,Carlone,,,,,,,
Azeem,9,1,Azeem,Mallon,McGovern,McGuirk,Sobrinho-Wheeler,Siddiqui,Hicks,Simmons,,,,,,,
Azeem,9,1,Azeem,Mallon,McGovern,McGuirk,Sobrinho-Wheeler,Siddiqui,Hicks,Simmons,,,,,,,
Azeem,9,1,Azeem,Hicks,Mallon,McGovern,McGuirk,Siddiqui,Simmons,Sobrinho-Wheeler,Toner,,,,,,
