6 Inverkeithing and Dalgety Bay
4 8 1322 7703
David BARRATT, SNP
Ryan BLACKADDER, Grn
Patrick Charles BROWNE, Lab
Dave COLEMAN, Con
Sarah Ann DAVIS, SFP
Dave DEMPSEY, Con
Callum John HAWTHORNE, SLD
Sarah NEAL, SNP
1 2 1 5 8 4 7 6 3
2 8 6 1 3 5 4 2 7
1 6 5 8 2 3 1 4 7
2 2 0 1 0 3 0 0 0
3 4 3 1 0 0 0 2 5
1 2 1 0 0 3 0 4 5
2 8 5 1 4 6 3 2 7
1 2 3 5 8 6 7 1 4
1 2 1 4 6 0 7 5 3
1 0 1 0 0 3 0 2 0
1 5 1 2 0 0 0 4 3
1 4 0 1 0 0 0 2 3
5 7 6 3 2 5 1 4 8
3 8 6 4 1 5 2 3 7
1 0 5 6 1 4 2 3 0
2 0 1 0 2 0 0 3 0
1 4 2 1 0 0 3 0 0
3 3 1 0 0 0 0 4 2
2 1 4 2 0 0 5 3 0
1 0 0 4 3 1 2 5 0
3 2 1 3 0 0 0 5 4
9 0 0 2 1 0 0 0 0
1 0 2 3 1 0 0 0 0
12 1 4 3 7 6 8 5 2
1 1 2 4 0 6 0 5 3
1 5 0 3 4 0 2 1 0
1 7 3 5 1 6 2 4 8
1 0 0 1 0 3 4 2 0
1 0 2 0 0 3 1 0 0
1 6 5 1 3 0 4 2 7
1 1 0 4 2 0 0 5 3
2 7 5 3 2 0 1 4 6
1 3 0 0 0 0 2 1 4
2 5 7 1 4 8 3 2 6
1 3 8 2 5 7 1 4 6
3 2 1 0 0 4 0 0 3
1 5 0 3 2 0 1 0 4
1 0 0 3 0 2 1 0 0
1 3 2 4 0 0 0 1 0
1 0 0 0 0 3 2 1 0
1 0 2 4 5 0 1 3 0
1 7 4 1 5 2 0 3 6
1 1 0 3 0 0 4 0 2
48 0 0 4 2 0 1 3 0
5 1 5 3 0 0 0 4 2
4 2 3 6 7 5 8 4 1
1 2 1 3 7 0 6 4 5
3 0 1 2 3 0 0 0 0
4 0 0 5 1 4 2 3 0
47 0 0 3 1 0 2 4 0
1 1 4 2 5 0 0 3 0
1 0 1 0 0 0 3 0 2
1 3 2 6 8 4 7 5 1
1 7 6 5 3 1 4 2 8
1 1 3 5 0 0 0 2 4
2 2 4 3 0 0 1 0 0
1 2 3 5 8 7 6 4 1
1 0 2 1 4 0 3 0 0
2 1 3 0 0 2 0 0 0
1 2 3 1 5 0 4 6 0
1 0 4 3 0 1 0 2 0
1 5 3 0 1 7 2 4 6
1 1 5 6 7 4 8 3 2
1 1 4 6 8 3 7 5 2
1 8 6 1 2 3 4 5 7
9 2 1 3 0 0 0 0 4
1 2 1 5 7 8 4 6 3
1 4 2 6 8 5 7 3 1
1 1 6 8 3 7 4 5 2
8 3 0 0 1 0 2 0 0
2 0 1 0 3 0 2 0 0
1 1 4 0 0 0 2 5 3
359 0 0 0 1 0 2 0 0
13 3 1 4 0 0 0 5 2
1 0 3 2 1 0 4 0 0
1 2 5 7 6 8 4 1 3
1 3 7 1 2 8 4 5 6
1 8 1 2 3 5 4 6 7
9 0 0 0 0 0 0 0 1
8 3 2 1 0 0 0 0 4
1 6 3 1 2 8 4 5 7
3 1 0 3 4 0 0 0 2
1 3 2 4 8 1 7 6 5
1 0 2 0 0 1 0 0 3
1 3 7 4 1 8 2 6 5
1 0 2 0 3 0 0 1 0
1 2 5 6 1 8 3 7 4
1 6 5 4 2 8 1 3 7
1 5 3 1 0 0 4 2 0
1 3 1 4 8 6 7 5 2
1 1 4 6 5 8 7 3 2
3 0 3 0 0 0 2 1 0
1 2 1 4 6 7 5 0 3
1 0 1 5 3 4 2 0 0
1 6 7 4 1 8 2 3 5
1 3 0 0 0 1 2 0 0
3 1 3 4 8 5 7 6 2
2 1 2 4 6 8 7 5 3
1 1 4 5 0 0 3 0 2
1 1 4 8 5 7 6 3 2
7 3 0 1 0 0 0 0 2
6 1 3 5 7 4 8 6 2
1 0 1 4 5 6 3 2 0
3 1 4 3 0 6 0 5 2
1 5 2 7 3 8 4 1 6
1 1 7 3 8 4 5 6 2
1 1 4 7 5 6 2 0 3
1 3 2 4 8 5 7 6 1
4 0 2 1 3 0 0 0 0
1 8 7 4 2 5 1 3 6
1 3 1 2 0 6 0 5 4
3 2 3 0 0 0 0 1 0
2 2 4 0 0 0 1 0 3
1 0 3 0 4 2 1 0 0
1 7 3 6 2 5 1 4 8
1 3 1 5 8 4 7 6 2
3 2 0 0 0 0 1 0 3
1 0 0 2 0 1 0 3 0
60 0 0 0 1 0 2 3 0
4 0 1 2 0 0 0 0 3
1 6 2 1 4 8 5 3 7
1 6 5 1 2 0 3 4 7
2 1 4 5 7 3 8 6 2
1 1 0 4 0 0 2 3 0
1 3 2 0 0 0 0 1 0
1 0 4 0 1 3 2 0 0
1 2 1 4 0 0 0 3 0
3 0 0 4 2 3 1 0 0
3 2 0 4 3 0 1 0 0
1 3 6 8 2 5 1 7 4
1 1 3 8 6 5 7 4 2
5 2 0 0 3 0 1 0 0
37 0 0 1 2 0 3 4 0
1 1 5 0 4 0 2 3 0
1 1 4 3 6 8 7 5 2
1 0 0 2 0 1 3 0 0
1 1 4 3 7 0 6 5 2
1 0 0 0 3 4 2 1 0
8 0 3 0 1 0 2 0 0
1 3 0 0 0 0 0 1 2
1 8 4 1 5 3 6 2 7
18 0 0 2 3 0 1 0 0
1 5 2 1 0 0 0 4 3
1 3 4 1 0 0 0 2 0
1 7 5 3 1 6 2 4 8
1 2 0 0 0 0 3 4 1
1 3 5 0 2 0 1 0 4
2 1 3 8 7 5 6 4 2
14 0 0 1 3 0 4 2 0
1 1 3 5 6 8 7 2 4
1 2 4 1 6 7 8 5 3
